A1,A2,A3,A4,A5,A6,A7,A8,C
9,44,29.3333333333333,293.333333333333,C,113.333333333333,B,165.333333333333,D
7,30,25.7142857142857,222.857142857143,C,84.7142857142857,B,128.714285714286,D
1,45,360,1620,C,428,B,480,D
17,50,17.6470588235294,67.6470588235294,A,99.6470588235294,A,112.647058823529,A
9,30,23.3333333333333,53.3333333333333,A,91.3333333333333,A,102.333333333333,A
14,37,21.1428571428571,232.571428571429,C,94.1428571428571,B,138.142857142857,D
20,45,13.5,175.5,A,93.5,A,123.5,C
17,33,11.6470588235294,178.588235294118,C,69.6470588235294,B,121.647058823529,D
4,23,46,276,C,108,B,152,D
1,47,376,846,B,459,A,485,B
4,42,63,315,A,137,A,167,C
15,34,9.06666666666667,172.266666666667,C,71.0666666666667,B,115.066666666667,D
15,22,7.33333333333333,88,A,49.3333333333333,A,88.3333333333333,C
11,46,20.9090909090909,200.727272727273,A,89.9090909090909,A,119.909090909091,C
3,42,56,98,A,133,A,145,A
10,35,17.5,210,C,80.5,B,124.5,D
10,26,15.6,166.4,C,77.6,B,125.6,D
9,39,17.3333333333333,56.3333333333333,A,95.3333333333333,A,107.333333333333,A
12,31,10.3333333333333,82.6666666666667,B,79.3333333333333,A,101.333333333333,B
20,24,8.4,97.2,A,58.4,A,97.4,C
14,48,20.5714285714286,205.714285714286,A,96.5714285714286,A,129.571428571429,C
3,31,51.6666666666667,248,A,111.666666666667,A,141.666666666667,C
5,41,49.2,90.2,A,124.2,A,134.2,A
9,21,9.33333333333333,60.6666666666667,B,69.3333333333333,A,91.3333333333333,B
6,49,49,294,A,132,A,162,C
3,38,63.3333333333333,101.333333333333,A,134.333333333333,A,144.333333333333,A
4,47,70.5,117.5,A,151.5,A,163.5,A
16,26,8.125,102.375,A,59.125,A,89.125,C
12,36,15,204,C,76,B,128,D
13,22,13.5384615384615,71.0769230769231,B,64.5384615384615,A,90.5384615384615,B
1,43,258,602,B,331,A,351,B
18,32,14.2222222222222,92.4444444444444,B,66.2222222222222,A,88.2222222222222,B
16,23,11.5,34.5,A,63.5,A,75.5,A
8,20,12.5,65,B,64.5,A,84.5,B
5,24,24,144,A,82,A,115,C
3,27,36,126,B,94,A,118,B
17,50,11.7647058823529,123.529411764706,B,83.7647058823529,A,103.764705882353,B
9,24,10.6666666666667,138.666666666667,C,56.6666666666667,B,100.666666666667,D
6,49,40.8333333333333,359.333333333333,C,125.833333333333,B,165.833333333333,D
5,24,33.6,172.8,A,80.6,A,116.6,C
16,28,14,126,A,70,A,103,C
17,26,7.64705882352941,100.941176470588,A,57.6470588235294,A,90.6470588235294,C
5,46,36.8,248.4,A,105.8,A,135.8,C
19,35,11.0526315789474,46.0526315789474,A,68.0526315789474,A,81.0526315789474,A
15,44,14.6666666666667,117.333333333333,B,93.6666666666667,A,113.666666666667,B
3,48,80,512,C,156,B,196,D
15,26,8.66666666666667,34.6666666666667,A,58.6666666666667,A,69.6666666666667,A
20,33,13.2,138.6,A,77.2,A,116.2,C
12,29,9.66666666666667,154.666666666667,C,67.6666666666667,B,107.666666666667,D
15,45,15,120,B,99,A,125,B
8,23,20.125,129.375,A,82.125,A,118.125,C
12,50,33.3333333333333,333.333333333333,C,115.333333333333,B,163.333333333333,D
6,43,50.1666666666667,279.5,A,118.166666666667,A,151.166666666667,C
2,48,168,648,A,250,A,289,C
12,32,21.3333333333333,160,A,84.3333333333333,A,123.333333333333,C
8,33,28.875,61.875,A,98.875,A,108.875,A
19,25,9.21052631578947,68.4210526315789,B,67.2105263157895,A,93.2105263157895,B
16,21,6.5625,110.25,C,52.5625,B,104.5625,D
8,29,18.125,141.375,A,73.125,A,109.125,C
10,21,12.6,100.8,A,64.6,A,94.6,C
6,27,22.5,198,C,77.5,B,125.5,D
13,46,28.3076923076923,297.230769230769,C,108.307692307692,B,160.307692307692,D
12,44,22,132,B,87,A,107,B
2,47,188,470,B,263,A,283,B
4,29,36.25,130.5,B,105.25,A,127.25,B
1,30,150,720,C,217,B,257,D
14,26,9.28571428571429,141.142857142857,C,70.2857142857143,B,118.285714285714,D
19,39,8.21052631578947,94.4210526315789,B,74.2105263157895,A,100.210526315789,B
6,25,20.8333333333333,91.6666666666667,B,83.8333333333333,A,105.833333333333,B
10,24,14.4,38.4,A,66.4,A,79.4,A
15,26,12.1333333333333,76.2666666666667,B,62.1333333333333,A,82.1333333333333,B
9,46,20.4444444444444,132.888888888889,B,94.4444444444444,A,116.444444444444,B
16,37,11.5625,145.6875,A,87.5625,A,120.5625,C
11,24,10.9090909090909,34.9090909090909,A,65.9090909090909,A,78.9090909090909,A
2,22,66,264,A,127,A,163,C
15,24,12.8,147.2,C,64.8,B,116.8,D
10,36,14.4,201.6,C,75.4,B,115.4,D
13,35,18.8461538461538,161.538461538462,A,80.8461538461538,A,110.846153846154,C
6,42,49,182,B,119,A,145,B
7,44,44,264,A,109,A,145,C
15,50,13.3333333333333,126.666666666667,B,84.3333333333333,A,106.333333333333,B
8,35,26.25,183.75,A,88.25,A,127.25,C
1,46,276,1288,C,356,B,400,D
19,20,7.36842105263158,109.473684210526,C,58.3684210526316,B,102.368421052632,D
16,36,11.25,189,C,81.25,B,133.25,D
14,49,17.5,133,B,103.5,A,127.5,B
10,38,22.8,182.4,A,86.8,A,125.8,C
14,35,15,150,A,71,A,107,C
7,33,37.7142857142857,70.7142857142857,A,108.714285714286,A,121.714285714286,A
16,22,9.625,126.5,C,65.625,B,113.625,D
12,41,20.5,184.5,A,93.5,A,132.5,C
3,43,71.6666666666667,344,A,151.666666666667,A,187.666666666667,C
5,42,58.8,201.6,B,136.8,A,160.8,B
20,44,11,165,A,89,A,122,C
20,38,9.5,142.5,A,81.5,A,111.5,C
7,28,16,176,C,76,B,120,D
6,22,25.6666666666667,95.3333333333333,B,80.6666666666667,A,106.666666666667,B
5,49,78.4,127.4,A,150.4,A,163.4,A
2,49,147,588,A,216,A,246,C
1,27,135,162,A,187,A,200,A
5,20,16,72,B,57,A,83,B
18,41,15.9444444444444,56.9444444444444,A,87.9444444444444,A,97.9444444444444,A
11,40,25.4545454545455,196.363636363636,A,104.454545454545,A,134.454545454545,C
20,37,9.25,138.75,A,74.25,A,113.25,C
18,21,8.16666666666667,87.5,A,54.1666666666667,A,87.1666666666667,C
15,49,16.3333333333333,130.666666666667,B,90.3333333333333,A,114.333333333333,B
5,40,64,416,C,132,B,172,D
17,50,23.5294117647059,147.058823529412,B,112.529411764706,A,136.529411764706,B
3,38,50.6666666666667,266,A,118.666666666667,A,151.666666666667,C
5,20,32,156,A,72,A,108,C
3,23,61.3333333333333,168.666666666667,B,111.333333333333,A,131.333333333333,B
7,31,31,186,A,100,A,133,C
15,33,8.8,125.4,A,78.8,A,108.8,C
19,50,13.1578947368421,252.631578947368,C,86.1578947368421,B,130.157894736842,D
19,45,16.5789473684211,61.5789473684211,A,83.5789473684211,A,93.5789473684211,A
11,20,10.9090909090909,92.7272727272727,A,59.9090909090909,A,98.9090909090909,C
18,33,14.6666666666667,190.666666666667,C,84.6666666666667,B,128.666666666667,D
7,38,21.7142857142857,179.142857142857,A,93.7142857142857,A,129.714285714286,C
18,34,13.2222222222222,94.4444444444444,B,74.2222222222222,A,96.2222222222222,B
18,23,5.11111111111111,84.3333333333333,A,64.1111111111111,A,97.1111111111111,C
17,35,14.4117647058824,148.235294117647,A,78.4117647058823,A,117.411764705882,C
19,39,8.21052631578947,188.842105263158,C,78.2105263157895,B,118.210526315789,D
15,21,5.6,53.2,B,51.6,A,75.6,B
20,33,11.55,133.65,A,74.55,A,104.55,C
20,36,10.8,93.6,B,68.8,A,88.8,B
4,20,20,160,C,64,B,108,D
13,22,8.46153846153846,91.3846153846154,A,59.4615384615385,A,89.4615384615385,C
4,24,42,264,C,105,B,149,D
20,31,12.4,43.4,A,77.4,A,87.4,A
13,27,10.3846153846154,112.153846153846,A,72.3846153846154,A,105.384615384615,C
15,30,12,84,B,62,A,86,B
19,45,11.8421052631579,113.684210526316,B,78.8421052631579,A,100.842105263158,B
5,38,45.6,167.2,B,119.6,A,145.6,B
1,22,88,440,C,143,B,183,D
19,29,12.2105263157895,164.842105263158,C,70.2105263157895,B,114.210526315789,D
5,43,43,172,B,108,A,132,B
1,50,250,1200,C,331,B,379,D
16,23,10.0625,132.25,C,64.0625,B,116.0625,D
11,33,24,57,A,79,A,90,A
9,46,30.6666666666667,306.666666666667,C,115.666666666667,B,155.666666666667,D
20,24,6,30,A,63,A,75,A
14,20,5.71428571428571,25.7142857142857,A,48.7142857142857,A,58.7142857142857,A
13,31,16.6923076923077,190.769230769231,C,83.6923076923077,B,127.692307692308,D
18,36,10,92,B,71,A,97,B
4,27,33.75,243,C,92.75,B,144.75,D
12,36,18,216,C,80,B,124,D
8,35,30.625,65.625,A,90.625,A,101.625,A
16,47,11.75,235,C,90.75,B,130.75,D
11,38,27.6363636363636,65.6363636363636,A,87.6363636363636,A,99.6363636363636,A
16,24,7.5,94.5,A,64.5,A,103.5,C
1,23,92,115,A,137,A,150,A
6,37,49.3333333333333,259,A,119.333333333333,A,158.333333333333,C
15,46,12.2666666666667,58.2666666666667,A,98.2666666666667,A,111.266666666667,A
6,40,26.6666666666667,200,A,88.6666666666667,A,127.666666666667,C
18,35,15.5555555555556,101.111111111111,B,79.5555555555556,A,103.555555555556,B
9,23,17.8888888888889,40.8888888888889,A,78.8888888888889,A,88.8888888888889,A
13,22,11.8461538461538,67.6923076923077,B,72.8461538461538,A,94.8461538461538,B
7,36,36,288,C,112,B,152,D
18,32,10.6666666666667,42.6666666666667,A,67.6666666666667,A,77.6666666666667,A
16,35,8.75,131.25,A,68.75,A,98.75,C
7,27,30.8571428571429,115.714285714286,B,96.8571428571429,A,122.857142857143,B
18,27,7.5,103.5,A,62.5,A,92.5,C
17,45,10.5882352941176,166.764705882353,A,84.5882352941177,A,123.588235294118,C
20,50,17.5,67.5,A,104.5,A,116.5,A
14,49,14,252,C,97,B,141,D
14,28,8,144,C,61,B,105,D
15,25,10,70,B,70,A,96,B
20,45,9,108,B,83,A,105,B
11,31,11.2727272727273,169.090909090909,C,81.2727272727273,B,121.272727272727,D
10,39,23.4,62.4,A,98.4,A,111.4,A
1,20,160,360,B,206,A,228,B
20,47,14.1,61.1,A,86.1,A,97.1,A
9,50,27.7777777777778,233.333333333333,A,115.777777777778,A,151.777777777778,C
14,36,18,216,C,92,B,132,D
14,33,14.1428571428571,188.571428571429,C,72.1428571428571,B,116.142857142857,D
17,37,15.2352941176471,104.470588235294,B,74.2352941176471,A,94.2352941176471,B
6,50,33.3333333333333,333.333333333333,C,114.333333333333,B,154.333333333333,D
11,29,15.8181818181818,179.272727272727,C,80.8181818181818,B,120.818181818182,D
3,30,50,80,A,101,A,111,A
1,35,140,175,A,203,A,213,A
10,44,35.2,79.2,A,115.2,A,127.2,A
8,45,45,180,B,130,A,152,B
7,31,26.5714285714286,57.5714285714286,A,79.5714285714286,A,90.5714285714286,A
11,29,15.8181818181818,134.454545454545,A,72.8181818181818,A,102.818181818182,C
9,40,22.2222222222222,248.888888888889,C,95.2222222222222,B,147.222222222222,D
2,47,188,705,A,266,A,296,C
14,41,14.6428571428571,111.285714285714,B,85.6428571428571,A,109.642857142857,B
17,36,8.47058823529412,88.9411764705882,B,69.4705882352941,A,95.4705882352941,B
10,22,8.8,123.2,C,58.8,B,110.8,D
10,31,21.7,158.1,A,91.7,A,127.7,C
5,40,48,352,C,124,B,176,D
19,41,10.7894736842105,155.368421052632,A,86.7894736842105,A,119.789473684211,C
5,34,47.6,244.8,A,108.6,A,141.6,C
20,30,10.5,40.5,A,73.5,A,84.5,A
4,37,55.5,277.5,A,116.5,A,146.5,C
20,33,9.9,85.8,B,65.9,A,87.9,B
5,20,24,88,B,79,A,105,B
1,37,259,592,B,320,A,340,B
5,40,64,104,A,141,A,152,A
15,34,15.8666666666667,149.6,A,88.8666666666667,A,118.866666666667,C
20,40,16,56,A,77,A,90,A
11,28,15.2727272727273,173.090909090909,C,69.2727272727273,B,109.272727272727,D
3,38,101.333333333333,139.333333333333,A,162.333333333333,A,172.333333333333,A
3,29,38.6666666666667,67.6666666666667,A,91.6666666666667,A,101.666666666667,A
18,46,10.2222222222222,112.444444444444,B,91.2222222222222,A,117.222222222222,B
20,31,10.85,41.85,A,63.85,A,76.85,A
6,37,43.1666666666667,240.5,A,104.166666666667,A,137.166666666667,C
13,36,11.0769230769231,188.307692307692,C,70.0769230769231,B,110.076923076923,D
4,28,28,56,A,80,A,90,A
3,35,93.3333333333333,256.666666666667,B,151.333333333333,A,173.333333333333,B
13,24,7.38461538461539,94.1538461538462,A,59.3846153846154,A,98.3846153846154,C
8,33,33,66,A,90,A,100,A
8,38,28.5,266,C,99.5,B,151.5,D
8,42,31.5,73.5,A,102.5,A,115.5,A
12,50,20.8333333333333,212.5,A,102.833333333333,A,135.833333333333,C
13,39,15,162,A,85,A,124,C
16,26,8.125,136.5,C,73.125,B,113.125,D
14,33,11.7857142857143,179.142857142857,C,84.7857142857143,B,132.785714285714,D
15,41,21.8666666666667,251.466666666667,C,93.8666666666667,B,137.866666666667,D
12,33,22,165,A,93,A,129,C
4,33,49.5,247.5,A,114.5,A,150.5,C
9,50,38.8888888888889,177.777777777778,B,119.888888888889,A,139.888888888889,B
15,31,8.26666666666667,117.8,A,63.2666666666667,A,93.2666666666667,C
5,31,24.8,111.6,B,89.8,A,111.8,B
10,33,16.5,49.5,A,73.5,A,83.5,A
14,39,22.2857142857143,245.142857142857,C,81.2857142857143,B,133.285714285714,D
3,26,43.3333333333333,69.3333333333333,A,95.3333333333333,A,108.333333333333,A
11,50,36.3636363636364,345.454545454545,C,115.363636363636,B,167.363636363636,D
8,40,25,130,B,88,A,108,B
2,23,69,184,B,130,A,154,B
19,38,8,184,C,83,B,123,D
6,24,16,40,A,76,A,86,A
14,34,14.5714285714286,194.285714285714,C,84.5714285714286,B,132.571428571429,D
20,36,10.8,140.4,A,75.8,A,105.8,C
16,47,11.75,58.75,A,95.75,A,105.75,A
19,34,8.94736842105263,85.8947368421053,B,62.9473684210526,A,82.9473684210526,B
18,45,12.5,115,B,96.5,A,116.5,B
4,31,62,93,A,125,A,138,A
10,29,17.4,46.4,A,79.4,A,91.4,A
2,31,62,372,C,127,B,171,D
16,34,12.75,93.5,B,66.75,A,86.75,B
12,26,8.66666666666667,69.3333333333333,B,56.6666666666667,A,82.6666666666667,B
3,32,53.3333333333333,341.333333333333,C,114.333333333333,B,158.333333333333,D
10,48,24,144,B,98,A,124,B
19,31,8.1578947368421,156.631578947368,C,70.1578947368421,B,110.157894736842,D
17,41,9.64705882352941,202.588235294118,C,83.6470588235294,B,123.647058823529,D
16,37,9.25,92.5,B,76.25,A,96.25,B
9,45,30,150,B,96,A,122,B
9,49,38.1111111111111,348.444444444444,C,126.111111111111,B,174.111111111111,D
2,26,52,312,C,106,B,158,D
15,40,16,168,A,84,A,120,C
1,20,80,300,A,132,A,171,C
20,37,9.25,138.75,A,75.25,A,108.25,C
13,35,16.1538461538462,204.615384615385,C,74.1538461538462,B,122.153846153846,D
17,29,10.2352941176471,156.941176470588,C,70.2352941176471,B,114.235294117647,D
3,50,83.3333333333333,266.666666666667,B,156.333333333333,A,182.333333333333,B
18,32,10.6666666666667,42.6666666666667,A,67.6666666666667,A,80.6666666666667,A
12,26,10.8333333333333,147.333333333333,C,69.8333333333333,B,117.833333333333,D
7,31,31,62,A,101,A,114,A
15,45,12,171,A,93,A,126,C
7,23,16.4285714285714,78.8571428571429,B,69.4285714285714,A,95.4285714285714,B
11,25,18.1818181818182,129.545454545455,A,75.1818181818182,A,111.181818181818,C
13,45,17.3076923076923,62.3076923076923,A,99.3076923076923,A,112.307692307692,A
19,39,14.3684210526316,213.473684210526,C,77.3684210526316,B,117.368421052632,D
4,27,27,216,C,89,B,141,D
6,22,18.3333333333333,40.3333333333333,A,77.3333333333333,A,89.3333333333333,A
9,24,13.3333333333333,149.333333333333,C,71.3333333333333,B,111.333333333333,D
9,42,37.3333333333333,158.666666666667,B,103.333333333333,A,125.333333333333,B
19,46,14.5263157894737,181.578947368421,A,84.5263157894737,A,117.526315789474,C
15,36,9.6,45.6,A,66.6,A,77.6,A
18,32,8.88888888888889,122.666666666667,A,68.8888888888889,A,104.888888888889,C
12,27,13.5,121.5,A,67.5,A,100.5,C
1,22,176,198,A,218,A,230,A
17,33,13.5882352941176,139.764705882353,A,81.5882352941177,A,117.588235294118,C
5,24,24,96,B,70,A,94,B
5,46,36.8,165.6,B,122.8,A,144.8,B
12,33,22,110,B,83,A,109,B
18,43,16.7222222222222,59.7222222222222,A,79.7222222222222,A,90.7222222222222,A
17,25,11.7647058823529,73.5294117647059,B,71.7647058823529,A,95.7647058823529,B
3,45,90,405,A,165,A,201,C
8,50,31.25,162.5,B,102.25,A,122.25,B
11,25,9.09090909090909,136.363636363636,C,66.0909090909091,B,110.090909090909,D
18,20,8.88888888888889,57.7777777777778,B,61.8888888888889,A,81.8888888888889,B
20,29,11.6,121.8,A,65.6,A,95.6,C
16,44,13.75,57.75,A,96.75,A,107.75,A
17,40,16.4705882352941,112.941176470588,B,79.4705882352941,A,103.470588235294,B
17,40,16.4705882352941,169.411764705882,A,91.4705882352941,A,130.470588235294,C
18,31,12.0555555555556,172.222222222222,C,80.0555555555556,B,128.055555555556,D
12,39,13,208,C,85,B,129,D
14,46,19.7142857142857,131.428571428571,B,95.7142857142857,A,119.714285714286,B
15,44,17.6,184.8,A,85.6,A,121.6,C
16,46,11.5,230,C,89.5,B,133.5,D
14,34,14.5714285714286,48.5714285714286,A,85.5714285714286,A,98.5714285714286,A
9,44,19.5555555555556,63.5555555555556,A,90.5555555555556,A,100.555555555556,A
19,44,18.5263157894737,125.052631578947,B,99.5263157894737,A,123.526315789474,B
5,36,36,144,B,110,A,130,B
7,23,16.4285714285714,118.285714285714,A,69.4285714285714,A,99.4285714285714,C
6,21,28,147,A,79,A,115,C
16,26,6.5,130,C,69.5,B,117.5,D
8,43,26.875,139.75,B,93.875,A,119.875,B
14,37,15.8571428571429,52.8571428571429,A,92.8571428571429,A,104.857142857143,A
7,36,25.7142857142857,185.142857142857,A,90.7142857142857,A,123.714285714286,C
16,23,10.0625,132.25,C,53.0625,B,97.0625,D
15,23,12.2666666666667,105.8,A,65.2666666666667,A,98.2666666666667,C
1,21,147,672,C,192,B,240,D
11,25,15.9090909090909,122.727272727273,A,63.9090909090909,A,102.909090909091,C
1,48,336,1152,A,410,A,443,C
14,40,20,120,B,81,A,105,B
3,42,56,196,B,129,A,155,B
3,49,130.666666666667,539,A,211.666666666667,A,241.666666666667,C
9,40,31.1111111111111,71.1111111111111,A,103.111111111111,A,114.111111111111,A
11,36,16.3636363636364,157.090909090909,A,88.3636363636363,A,124.363636363636,C
16,27,6.75,101.25,A,61.75,A,97.75,C
14,28,8,108,A,74,A,104,C
8,28,17.5,91,B,73.5,A,95.5,B
19,22,9.26315789473684,93.7894736842105,A,55.2631578947368,A,85.2631578947368,C
12,22,7.33333333333333,117.333333333333,C,60.3333333333333,B,112.333333333333,D
4,33,66,297,A,137,A,167,C
16,41,15.375,169.125,A,84.375,A,120.375,C
13,21,6.46153846153846,109.846153846154,C,65.4615384615385,B,109.461538461538,D
10,32,16,144,A,74,A,107,C
20,25,8.75,67.5,B,67.75,A,89.75,B
15,50,16.6666666666667,133.333333333333,B,91.6666666666667,A,115.666666666667,B
4,34,34,204,A,99,A,129,C
15,29,9.66666666666667,154.666666666667,C,72.6666666666667,B,116.666666666667,D
10,20,12,32,A,60,A,73,A
7,20,17.1428571428571,37.1428571428571,A,68.1428571428571,A,80.1428571428571,A
2,23,69,184,B,131,A,155,B
12,42,28,70,A,97,A,108,A
16,37,11.5625,194.25,C,69.5625,B,121.5625,D
4,40,60,200,B,133,A,157,B
7,38,32.5714285714286,211.714285714286,A,107.571428571429,A,137.571428571429,C
7,40,28.5714285714286,68.5714285714286,A,102.571428571429,A,113.571428571429,A
9,28,21.7777777777778,149.333333333333,A,83.7777777777778,A,119.777777777778,C
6,20,20,40,A,66,A,78,A
6,44,44,176,B,120,A,144,B
14,46,23,138,B,103,A,123,B
16,42,15.75,115.5,B,84.75,A,106.75,B
20,49,17.15,198.45,A,103.15,A,142.15,C
5,24,38.4,249.6,C,96.4,B,140.4,D
13,31,14.3076923076923,135.923076923077,A,74.3076923076923,A,107.307692307692,C
3,21,42,252,C,91,B,135,D
9,34,22.6666666666667,226.666666666667,C,85.6666666666667,B,137.666666666667,D
20,46,18.4,193.2,A,97.4,A,130.4,C
20,42,14.7,113.4,B,88.7,A,110.7,B
16,23,8.625,63.25,B,59.625,A,81.625,B
10,39,15.6,54.6,A,81.6,A,92.6,A
5,44,44,352,C,108,B,152,D
9,26,20.2222222222222,92.4444444444444,B,66.2222222222222,A,88.2222222222222,B
2,20,40,180,A,92,A,122,C
6,39,45.5,169,B,109.5,A,131.5,B
3,23,61.3333333333333,168.666666666667,B,113.333333333333,A,137.333333333333,B
13,20,10.7692307692308,92.3076923076923,A,54.7692307692308,A,84.7692307692308,C
10,39,15.6,163.8,A,86.6,A,122.6,C
6,50,58.3333333333333,433.333333333333,C,148.333333333333,B,188.333333333333,D
2,34,136,170,A,198,A,210,A
16,36,13.5,148.5,A,71.5,A,107.5,C
20,50,15,65,A,88,A,100,A
6,48,64,112,A,139,A,150,A
12,38,25.3333333333333,63.3333333333333,A,96.3333333333333,A,108.333333333333,A
20,24,6,30,A,51,A,62,A
14,21,6,27,A,49,A,60,A
17,39,16.0588235294118,55.0588235294118,A,75.0588235294118,A,88.0588235294118,A
10,29,17.4,139.2,A,66.4,A,102.4,C
18,48,13.3333333333333,61.3333333333333,A,83.3333333333333,A,94.3333333333333,A
10,43,25.8,275.2,C,105.8,B,145.8,D
5,20,24,176,C,81,B,133,D
7,25,28.5714285714286,53.5714285714286,A,75.5714285714286,A,85.5714285714286,A
13,42,19.3846153846154,245.538461538462,C,82.3846153846154,B,122.384615384615,D
18,44,14.6666666666667,176,A,90.6666666666667,A,123.666666666667,C
10,50,35,170,B,116,A,142,B
10,20,16,72,B,65,A,85,B
9,26,11.5555555555556,75.1111111111111,B,59.5555555555556,A,81.5555555555556,B
12,30,10,120,A,76,A,115,C
13,33,15.2307692307692,192.923076923077,C,69.2307692307692,B,109.230769230769,D
9,23,15.3333333333333,38.3333333333333,A,76.3333333333333,A,88.3333333333333,A
20,49,12.25,61.25,A,95.25,A,108.25,A
18,22,7.33333333333333,29.3333333333333,A,54.3333333333333,A,65.3333333333333,A
6,40,53.3333333333333,373.333333333333,C,120.333333333333,B,168.333333333333,D
1,39,312,1053,A,388,A,424,C
5,40,40,240,A,109,A,142,C
13,38,14.6153846153846,157.846153846154,A,76.6153846153846,A,109.615384615385,C
1,27,135,162,A,182,A,193,A
7,40,40,80,A,114,A,127,A
4,28,49,231,A,114,A,147,C
11,23,14.6363636363636,112.909090909091,A,57.6363636363636,A,87.6363636363636,C
16,34,8.5,85,B,64.5,A,90.5,B
5,27,21.6,48.6,A,77.6,A,87.6,A
12,23,7.66666666666667,61.3333333333333,B,70.6666666666667,A,92.6666666666667,B
7,35,35,210,A,98,A,131,C
19,24,8.84210526315789,131.368421052632,C,70.8421052631579,B,114.842105263158,D
12,23,11.5,34.5,A,64.5,A,77.5,A
8,50,25,75,A,100,A,112,A
5,24,19.2,43.2,A,64.2,A,76.2,A
15,27,9,36,A,69,A,80,A
17,34,16,50,A,70,A,82,A
6,44,29.3333333333333,220,A,93.3333333333333,A,123.333333333333,C
12,40,23.3333333333333,126.666666666667,B,90.3333333333333,A,116.333333333333,B
18,33,14.6666666666667,47.6666666666667,A,71.6666666666667,A,83.6666666666667,A
3,31,41.3333333333333,144.666666666667,B,109.333333333333,A,133.333333333333,B
4,24,24,144,A,74,A,113,C
4,41,71.75,112.75,A,150.75,A,160.75,A
5,47,56.4,206.8,B,140.4,A,162.4,B
15,41,19.1333333333333,60.1333333333333,A,87.1333333333333,A,99.1333333333333,A
15,25,11.6666666666667,110,A,72.6666666666667,A,102.666666666667,C
5,25,30,55,A,92,A,105,A
13,45,13.8461538461538,235.384615384615,C,91.8461538461538,B,131.846153846154,D
16,47,20.5625,270.25,C,92.5625,B,136.5625,D
14,26,11.1428571428571,111.428571428571,A,63.1428571428571,A,99.1428571428571,C
5,45,63,108,A,139,A,149,A
6,25,33.3333333333333,58.3333333333333,A,80.3333333333333,A,92.3333333333333,A
4,26,26,156,A,87,A,123,C
14,26,11.1428571428571,148.571428571429,C,75.1428571428571,B,123.142857142857,D
5,37,51.8,355.2,C,128.8,B,172.8,D
17,47,19.3529411764706,199.058823529412,A,106.352941176471,A,139.352941176471,C
18,23,8.94444444444444,95.8333333333333,A,61.9444444444444,A,94.9444444444444,C
5,39,62.4,304.2,A,121.4,A,154.4,C
11,23,12.5454545454545,142.181818181818,C,59.5454545454545,B,107.545454545455,D
14,44,15.7142857142857,179.142857142857,A,98.7142857142857,A,134.714285714286,C
10,40,16,56,A,94,A,105,A
14,28,10,38,A,73,A,85,A
14,48,13.7142857142857,246.857142857143,C,92.7142857142857,B,136.714285714286,D
16,38,14.25,104.5,B,72.25,A,92.25,B
7,35,25,180,A,87,A,126,C
16,26,11.375,37.375,A,57.375,A,68.375,A
12,20,11.6666666666667,31.6666666666667,A,52.6666666666667,A,62.6666666666667,A
11,36,16.3636363636364,157.090909090909,A,77.3636363636363,A,110.363636363636,C
16,50,18.75,206.25,A,95.75,A,125.75,C
11,34,24.7272727272727,58.7272727272727,A,86.7272727272727,A,97.7272727272727,A
1,42,294,672,B,375,A,397,B
1,37,259,888,A,332,A,371,C
13,20,12.3076923076923,96.9230769230769,A,59.3076923076923,A,95.3076923076923,C
11,20,12.7272727272727,130.909090909091,C,58.7272727272727,B,110.727272727273,D
9,39,34.6666666666667,294.666666666667,C,112.666666666667,B,160.666666666667,D
6,49,65.3333333333333,114.333333333333,A,135.333333333333,A,146.333333333333,A
15,37,19.7333333333333,56.7333333333333,A,85.7333333333333,A,97.7333333333333,A
4,24,36,180,A,88,A,127,C
18,41,13.6666666666667,164,A,83.6666666666667,A,122.666666666667,C
13,25,7.69230769230769,98.0769230769231,A,68.6923076923077,A,107.692307692308,C
11,44,28,144,B,92,A,116,B
14,42,24,264,C,89,B,137,D
20,41,16.4,57.4,A,77.4,A,90.4,A
10,48,28.8,153.6,B,115.8,A,135.8,B
3,23,61.3333333333333,253,A,107.333333333333,A,137.333333333333,C
1,36,144,180,A,216,A,226,A
1,35,140,350,B,212,A,238,B
3,41,54.6666666666667,191.333333333333,B,122.666666666667,A,144.666666666667,B
17,27,6.35294117647059,66.7058823529412,B,69.3529411764706,A,91.3529411764706,B
9,35,19.4444444444444,217.777777777778,C,79.4444444444444,B,127.444444444444,D
1,21,105,126,A,155,A,166,A
3,20,40,240,C,100,B,152,D
4,20,35,55,A,77,A,89,A
8,37,23.125,240.5,C,94.125,B,134.125,D
3,27,54,162,B,115,A,137,B
9,48,21.3333333333333,277.333333333333,C,104.333333333333,B,152.333333333333,D
1,49,392,441,A,465,A,477,A
5,33,46.2,237.6,A,107.2,A,137.2,C
3,35,70,315,A,130,A,169,C
15,22,10.2666666666667,32.2666666666667,A,61.2666666666667,A,72.2666666666667,A
20,47,11.75,58.75,A,78.75,A,91.75,A
8,25,25,100,B,74,A,100,B
18,42,18.6666666666667,60.6666666666667,A,85.6666666666667,A,96.6666666666667,A
4,41,82,369,A,160,A,199,C
14,31,15.5,186,C,80.5,B,128.5,D
13,25,15.3846153846154,40.3846153846154,A,73.3846153846154,A,84.3846153846154,A
8,47,29.375,152.75,B,112.375,A,136.375,B
5,27,37.8,194.4,A,93.8,A,132.8,C
14,41,20.5,184.5,A,89.5,A,119.5,C
